	coffee_in_cafe	cost_beer	cost_coworking	cost_expat	cost_nomad	female_friendly	fragile_states_index	free_wifi_available	freedom_score	friendly_to_foreigners	internet_speed	latitude	leisure	lgbt_friendly	life_score	longitude	nightlife	nomadScore	nomad_score	peace_score	place	places_to_work	press_freedom_index	racism	safety	weed
599	1.75	1.75	200.0	1016	1486	0.2	72.5	0.8	DotMap()	0.8	3	13.6929403	0.6	0.4	0.61	-89.2181911	0.8	0.54	0.54	0.6	San Salvador	0.4	DotMap()	0.0	0.4	0
600	4.1	4.1	72.92	944	2163	0.6	74.9	0.4	0.2	0.6	3	26.0498897	0.4	0.6	0.65	119.0381985	0.6	0.54	0.54	0.6	Fuzhou	0.4	80.96	0.2	0.6	0
601	3.77	3.77	409.02	8270	3183	0.6	22.5	0.8	0.8	0.6	3	-28.6469733	0.8	0.6	0.75	153.5678005	0.6	0.54	0.54	1	Byron Bay	0.4	17.84	0.6	0.6	0
602	1.6	1.6	203.94	1062	1913	0.6	65.3	0.8	0.4	0.8	3	-1.26719	0.8	0.4	0.66	-48.5579947	0.6	0.54	0.54	0.6	Belem	0.8	32.62	0.8	0.6	0
603	3.15	3.15	72.92	1922	1484	0.6	74.9	0.4	0.2	0.6	3	31.3221084	0.4	0.4	0.63	120.7044229	0.2	0.54	0.54	0.6	Kunshan	0.4	80.96	0.4	0.6	0
604	2.99	2.99	243.31	1601	3162	0.6	66	0.6	0.6	0.8	1	17.504722	0.4	0.2	0.66	-88.186667	0.6	0.53	0.53	0.6	Belize City	0.4	20.61	0.0	0.6	0
605	0.96	0.96	54.6	706	1352	0.2	90.2	0.4	0.2	0.8	3	30.0444196	0.6	0.2	0.48	31.2357116	0.6	0.53	0.53	0.2	Cairo	0.8	54.45	0.6	0.6	0
606	0.95	0.95	59.06	697	815	0.4	79.6	0.4	0.2	0.6	1	10.5113799	0.8	0.4	0.64	76.1532099	0.2	0.53	0.53	0.4	Thrissur	0.4	43.17	0.6	0.44	0
607	0.0	0.0	59.06	496	1594	0.4	79.6	0.4	0.2	0.8	2	23.6834541	0.6	0.2	0.65	86.8541898	0.2	0.53	0.53	0.4	Asansol	0.4	43.17	0.4	0.6	0
608	1.08	1.08	50.5	721	1447	0.4	78.5	0.4	0.4	1.0	2	-17.383333	0.6	0.6	0.63	-66.166667	0.6	0.53	0.53	0.4	Cochabamba	0.8	31.78	0.8	0.8	0
609	2.79	2.79	227.12	1185	2369	0.6	69.9	0.6	0.6	0.8	2	-33.958056	0.6	0.8	0.61	25.6	0.4	0.53	0.53	0.6	Port Elizabeth	0.6	21.92	0.6	0.4	0
610	4.62	4.62	59.06	617	1659	0.4	79.6	0.4	0.2	0.6	2	23.1756331	0.6	0.2	0.64	79.828667	0.2	0.53	0.53	0.4	Jabalpur	0.4	43.17	0.4	0.6	0
611	1.23	1.23	40.99	870	1047	0.6	56.6	0.4	0.6	0.6	3	47.92	0.6	0.4	0.65	106.92	0.2	0.53	0.53	0.8	Ulaanbaatar	0.4	27.61	0.0	0.6	0
612	6.0	6.0	250.0	3129	4056	0.8	34	0.6	0.6	0.6	24	41.8781136	0.45	0.6	0.57	-87.6297982	0.6	0.53	0.53	0.8	Chicago	0.8	22.49	0.8	0.2	1
613	2.3	2.3	72.92	754	818	0.6	74.9	0.4	0.2	0.6	3	26.5959859	0.4	0.6	0.64	106.5762993	0.6	0.53	0.53	0.6	Guiyang	0.4	80.96	0.2	0.6	0
614	3.23	3.23	262.38	1166	1831	0.6	55.2	0.6	0.4	0.6	3	42.441286	0.6	0.6	0.65	19.262892	0.4	0.53	0.53	0.8	Podgorica	0.4	32.79	0.0	0.6	0
615	0.89	0.89	72.05	845	839	0.6	79.6	0.2	0.2	0.8	2	21.1702401	0.8	0.4	0.64	72.8310607	0.4	0.53	0.53	0.4	Surat	0.4	43.17	0.2	0.6	0
616	1.33	1.33	106.58	1183	2209	0.4	83.2	0.6	0.4	1.0	3	14.5585707	1.0	0.2	0.57	-90.729523	0.6	0.53	0.53	0.4	Antigua	0.4	38.03	0.6	0.4	0
617	1.59	1.59	59.06	1284	857	0.4	79.6	0.6	0.2	0.8	3	27.1767	0.8	0.2	0.62	78.0081	0.6	0.53	0.53	0.4	Agra	0.6	43.17	0.4	0.6	0
618	2.16	2.16	203.94	7911	5658	0.4	65.3	0.4	0.4	0.6	5	37.0625	0.4	0.6	0.59	-95.677068	0.6	0.53	0.53	0.6	Anápolis	0.4	32.62	0.6	0.4	0
619	3.15	3.15	72.92	2567	1210	0.6	74.9	0.4	0.2	0.6	4	32.6473323	0.6	0.6	0.64	116.8944522	0.6	0.53	0.53	0.6	Huainan	0.4	80.96	0.2	0.6	0
620	0.77	0.77	120.11	1161	947	0.8	96.3	0.8	DotMap()	0.8	2	16.780833	1.0	0.4	0.52	96.149722	0.4	0.53	0.53	0.2	Yangon	0.4	DotMap()	0.0	0.6	0
621	0.09	0.09	7.21	426	522	0.6	79.6	0.2	0.2	0.8	2	23.022505	0.8	0.2	0.64	72.5713621	0.4	0.53	0.53	0.4	Ahmedabad	0.4	43.17	0.2	0.6	0
622	0.89	0.89	95.97	896	1095	0.4	79.6	0.2	0.2	0.8	2	19.2183307	0.8	0.4	0.57	72.9780897	0.6	0.52	0.52	0.4	Thane	0.4	43.17	0.2	0.4	0
623	0.54	0.54	43.66	611	880	0.4	DotMap()	1.0	0.4	1.0	2	42.874722	0.6	0.6	0.69	74.612222	0.6	0.52	0.52	DotMap()	Bishkek	1.0	30.16	0.0	0.6	0
624	1.94	1.94	46.5	811	1337	0.4	75.5	0.6	0.4	0.8	10	46.482526	0.4	0.2	0.45	30.7233095	0.8	0.52	0.52	0.4	Odesa	0.8	32.93	0.4	0.2	0
625	1.07	1.07	87.06	558	860	0.4	79.6	0.2	0.2	0.8	3	22.3071588	0.8	0.4	0.63	73.1812187	0.6	0.52	0.52	0.4	Vadodara	0.4	43.17	0.2	0.6	0
626	1.53	1.53	107.13	1012	963	0.6	84.4	0.2	0.2	1.0	1	17.966667	0.2	0.6	0.56	102.6	0.2	0.52	0.52	0.4	Vientiane	0.4	71.58	0.4	0.6	0
627	2.58	2.58	210.16	817	1486	0.6	79.6	0.2	0.2	0.4	3	22.7195687	0.8	0.2	0.62	75.8577258	0.4	0.52	0.52	0.4	Indore	0.4	43.17	0.2	0.6	0
628	1.33	1.33	103.35	948	1129	0.2	79.6	0.2	0.2	0.6	4	28.5355161	0.6	0.4	0.55	77.3910265	0.8	0.52	0.52	0.4	Noida	0.4	43.17	0.2	0.4	0
629	2.95	2.95	59.06	587	953	0.4	79.6	0.4	0.2	0.4	2	11.8667015	0.6	0.4	0.57	75.3525086	0.2	0.52	0.52	0.4	Kannur	0.4	43.17	0.4	0.4	0
630	2.74	2.74	4.78	1351	1782	0.6	103.5	0.2	0.4	0.6	6	9.0765	0.4	0.2	0.33	7.3986	0.4	0.52	0.52	0.2	Abuja	0.2	35.9	0.6	0.4	0
631	3.15	3.15	72.92	2004	1490	0.6	74.9	0.4	0.2	0.6	3	30.1697	0.6	0.6	0.65	121.2666	0.6	0.52	0.52	0.6	Cixi	0.4	80.96	0.2	0.6	0
632	1.31	1.31	349.69	1085	2233	0.4	74.6	0.4	0.4	0.8	4	36.8064948	1.0	0.2	0.6	10.1815316	0.4	0.52	0.52	0.6	Tunis	0.4	31.6	0.0	0.4	0
633	2.03	2.03	147.27	1077	1365	0.2	84.7	0.2	0.2	0.6	3	14.5995124	0.4	0.4	0.42	120.9842195	0.8	0.52	0.52	0.4	Manila	0.8	44.66	0.4	0.4	0
634	3.86	3.86	72.92	7037	1533	0.6	74.9	0.4	0.2	0.6	3	31.8141823	0.6	0.6	0.64	119.6644216	0.6	0.52	0.52	0.6	Changzhou	0.4	80.96	0.2	0.8	0
635	1.67	1.67	111.68	849	887	0.6	80.2	0.0	0.2	0.6	3	7.1650177	0.6	0.6	0.59	-73.1782855	0.8	0.52	0.52	0.4	Bucaramanga	0.4	44.11	0.6	0.6	0
636	2.26	2.26	59.06	458	1394	0.4	79.6	0.6	0.2	0.6	2	8.8862698	0.6	0.4	0.6	76.5588183	0.2	0.52	0.52	0.4	Kollam	0.6	43.17	0.6	0.4	0
637	0.0	0.0	384.3	1646	2381	0.8	DotMap()	0.4	DotMap()	0.6	3	36.8542605	0.6	0.4	0.72	42.8548248	0.4	0.52	0.52	DotMap()	Duhok	0.4	DotMap()	0.6	0.6	0
638	6.27	6.27	59.06	667	1406	0.4	79.6	0.4	0.2	0.6	3	26.4471054	0.6	0.4	0.59	80.1982971	0.2	0.52	0.52	0.4	Kanpur	0.6	43.17	0.4	0.4	0
639	0.58	0.58	92.16	831	1183	0.6	66.1	0.4	0.2	0.6	3	5.2632341	0.6	0.2	0.63	100.4846227	0.2	0.52	0.52	0.6	Penang	0.6	46.57	0.0	0.6	0
640	3.15	3.15	72.92	1423	1677	0.6	74.9	0.4	0.2	0.6	2	22.5643709	0.4	0.6	0.65	112.9730885	0.6	0.52	0.52	0.6	Jiangmen	0.4	80.96	0.2	0.8	0
641	3.15	3.15	72.92	873	1129	0.6	74.9	0.4	0.2	0.6	2	36.6425933	0.4	0.6	0.63	116.7489271	0.6	0.52	0.52	0.6	Jinan	0.4	80.96	0.2	0.6	0
642	3.15	3.15	72.92	1090	1347	0.6	74.9	0.4	0.2	0.6	3	33.6033275	0.4	0.6	0.64	119.0476799	0.6	0.52	0.52	0.6	Huai'an	0.4	80.96	0.2	0.6	0
643	3.94	3.94	72.92	1010	1550	0.6	74.9	0.4	0.2	0.6	3	30.7442536	0.4	0.6	0.64	120.6271268	0.6	0.51	0.51	0.6	Jiaxing	0.4	80.96	0.2	0.6	0
644	3.15	3.15	72.92	1221	1479	0.6	74.9	0.4	0.2	0.6	3	31.8554479	0.4	0.6	0.64	117.1461774	0.6	0.51	0.51	0.6	Hefei	0.4	80.96	0.2	0.6	0
645	1.11	1.11	90.07	426	1158	0.6	79.6	0.2	0.2	0.6	2	23.2599333	0.8	0.2	0.59	77.412615	0.2	0.51	0.51	0.4	Bhopal	0.4	43.17	0.2	0.4	0
646	3.15	3.15	72.92	919	2897	0.6	74.9	0.4	0.2	0.6	3	28.1758442	0.4	0.6	0.64	112.7444066	0.6	0.51	0.51	0.6	Changsha	0.4	80.96	0.2	0.6	0
647	2.15	2.15	227.47	1035	1152	0.6	81	0.6	0.2	0.8	3	45.033333	0.4	0.6	0.57	38.966667	0.8	0.51	0.51	0.4	Krasnodar	0.4	49.03	0.4	0.8	0
648	2.67	2.67	72.92	1209	1294	0.6	74.9	0.4	0.2	0.6	4	23.0087696	0.6	0.4	0.6	112.9662221	0.4	0.51	0.51	0.6	Foshan	0.4	80.96	0.4	0.6	0
649	1.59	1.59	59.06	478	650	0.4	79.6	0.4	0.2	0.6	2	25.4358	0.4	0.2	0.59	81.8463	0.2	0.51	0.51	0.4	Allahabad	0.2	43.17	0.6	0.6	0
650	2.55	2.55	243.55	1745	1893	0.6	74.9	0.4	0.2	0.4	3	39.90403	0.6	0.2	0.57	116.407526	0.45	0.51	0.51	0.6	Beijing	0.8	80.96	0.4	0.6	0
651	1.11	1.11	90.07	688	745	0.4	79.6	0.2	0.2	0.6	2	19.9974533	0.6	0.4	0.6	73.7898023	0.8	0.51	0.51	0.4	Nasik	0.6	43.17	0.2	0.6	0
652	3.15	3.15	72.92	2281	1579	0.6	74.9	0.4	0.2	0.6	3	32.0118798	0.4	0.4	0.64	120.7352467	0.2	0.51	0.51	0.6	Nantong	0.4	80.96	0.4	0.6	0
653	3.15	3.15	72.92	13406	1590	0.6	74.9	0.4	0.2	0.6	4	31.6649368	0.4	0.6	0.61	120.5419621	0.6	0.51	0.51	0.6	Changshu	0.4	80.96	0.2	0.6	0
654	2.58	2.58	210.16	1062	1487	0.6	79.6	0.2	0.2	0.6	2	20.2960587	0.6	0.2	0.62	85.8245398	0.2	0.51	0.51	0.4	Bhubaneswar	0.2	43.17	0.2	0.6	0
655	2.34	2.34	59.06	1220	903	0.4	79.6	0.6	0.2	1.0	4	12.3106368	0.6	0.4	0.61	76.5656493	0.6	0.51	0.51	0.4	Mysore	0.4	43.17	0.4	0.4	0
656	0.73	0.73	59.25	578	584	0.8	74.9	0.8	0.2	0.4	3	28.6833	0.4	0.4	0.61	115.8833	0.6	0.51	0.51	0.6	Nanchang	0.4	80.96	0.4	0.8	0
657	1.61	1.61	130.89	576	3176	0.2	DotMap()	0.2	DotMap()	0.4	0	-4.4875094	0.6	0.4	0.64	15.865008	0.6	0.51	0.51	DotMap()	Kinshasa	0.4	DotMap()	0.0	0.4	0
658	0.0	0.0	467.23	896	1385	0.6	74.9	0.4	0.2	0.6	2	29.3068	0.4	0.4	0.64	120.0751	0.4	0.51	0.51	0.6	Yiwu	0.4	80.96	0.2	0.6	0
659	3.5	3.5	591.06	1812	2087	0.6	74.9	0.4	0.2	0.6	2	24.4798	0.4	0.4	0.65	118.0894	0.4	0.51	0.51	0.6	Xiamen	0.4	80.96	0.2	0.6	0
660	2.43	2.43	477.54	1628	2041	0.6	74.9	0.4	0.2	0.4	2	22.2707	0.4	0.4	0.63	113.5767	0.4	0.51	0.51	0.6	Zhuhai	0.4	80.96	0.2	0.6	0
661	2.78	2.78	281.66	1504	2800	0.6	71.1	0.4	0.8	0.6	2	-22.57	0.6	0.4	0.62	17.083611	0.4	0.5	0.5	0.6	Windhoek	0.4	15.15	0.0	0.8	0
662	2.34	2.34	59.06	2801	1200	0.4	79.6	0.4	0.2	0.8	4	11.2558266	0.6	0.4	0.6	75.7407734	0.4	0.5	0.5	0.4	Kozhikode	0.4	43.17	0.4	0.4	0
663	0.73	0.73	59.25	552	623	0.8	74.9	0.6	0.2	0.6	0	23.35	0.6	0.4	0.61	116.6667	0.4	0.5	0.5	0.6	Shantou	0.6	80.96	0.4	0.8	0
664	3.15	3.15	72.92	791	2792	0.6	74.9	0.4	0.2	0.6	4	23.0881944	0.4	0.6	0.66	114.1434449	0.6	0.5	0.5	0.6	Huizhou	0.4	80.96	0.2	0.6	0
665	1.09	1.09	88.96	926	915	0.8	74.9	0.2	0.2	0.4	3	30.5833	0.6	0.4	0.61	114.2833	0.4	0.5	0.5	0.6	Wuhan	0.2	80.96	0.4	0.8	0
666	0.0	0.0	5.61	723	565	0.4	74.9	0.6	0.2	0.6	4	-7.5592034	0.4	0.2	0.56	110.7487715	0.2	0.5	0.5	0.6	Surakarta	0.2	41.72	0.8	0.4	0
667	2.58	2.58	210.16	904	1362	0.6	79.6	0.4	0.2	0.6	3	11.0168445	0.6	0.2	0.61	76.9558321	0.2	0.5	0.5	0.4	Coimbatore	0.4	43.17	0.2	0.6	0
668	1.17	1.17	72.83	688	1748	0.6	65.3	0.6	0.4	0.6	3	-7.1496459	0.4	0.4	0.63	-35.0235323	0.8	0.5	0.5	0.6	Joao Pessoa	0.6	32.62	0.4	0.6	0
669	3.15	3.15	72.92	897	1531	0.6	74.9	0.4	0.2	0.6	2	40.816665	0.4	0.6	0.63	111.3676885	0.6	0.5	0.5	0.6	Hohhot	0.4	80.96	0.2	0.6	0
670	3.0	3.0	294.59	2052	1824	0.6	66.1	0.4	0.2	0.6	4	4.6099495	0.6	0.4	0.61	101.0216321	0.4	0.5	0.5	0.6	Ipoh	0.4	46.57	0.4	0.4	0
671	2.34	2.34	59.06	2696	1046	0.4	79.6	0.4	0.2	0.6	3	19.990908	0.6	0.2	0.58	73.6633947	0.4	0.5	0.5	0.4	Nashik	0.4	43.17	0.4	0.4	0
672	1.09	1.09	88.96	1105	972	0.6	74.9	0.4	0.2	0.6	4	23.12911	0.8	0.4	0.61	113.264385	0.6	0.5	0.5	0.6	Guangzhou	0.4	80.96	0.4	0.6	0
673	4.3	4.3	492.07	1423	3542	0.4	95.2	0.2	0.4	0.4	8	12.6125547	0.4	0.2	0.4	-8.1355996	0.2	0.5	0.5	0.2	Bamako	0.4	39.83	0.4	0.4	0
674	3.15	3.15	72.92	1729	2683	0.6	74.9	0.4	0.2	0.6	3	40.0901504	0.8	0.6	0.66	113.1646645	0.6	0.5	0.5	0.6	Datong	0.4	80.96	0.2	0.6	0
675	1.28	1.28	156.21	799	1324	0.6	80.2	0.6	0.2	1.0	1	4.6333	0.6	0.6	0.59	-75.5667	0.2	0.5	0.5	0.4	Salento	0.8	44.11	0.4	0.8	1
676	0.44	0.44	51.68	604	582	0.2	79.6	0.2	0.2	0.6	4	9.9312328	0.4	0.2	0.54	76.2673041	0.6	0.5	0.5	0.4	Kochi	0.2	43.17	0.2	0.4	0
677	1.45	1.45	24.18	833	1724	0.6	70.4	0.4	0.2	0.8	5	21.8853	0.4	0.6	0.43	-102.2916	0.4	0.49	0.49	0.6	Aguascalientes	0.4	49.33	0.6	0.2	0
678	0.0	0.0	5.61	924	566	0.4	74.9	0.4	0.2	0.6	2	-7.0247702	0.4	0.2	0.56	110.3488077	0.2	0.49	0.49	0.6	Semarang	0.2	41.72	0.8	0.4	0
679	2.34	2.34	59.06	687	1234	0.4	79.6	0.4	0.2	0.6	4	9.9176385	0.6	0.4	0.59	78.0527831	0.4	0.49	0.49	0.4	Madurai	0.6	43.17	0.4	0.4	0
680	2.67	2.67	72.92	1242	1259	0.6	74.9	0.6	0.2	0.6	4	24.9037349	0.6	0.4	0.61	118.5836792	0.4	0.49	0.49	0.6	Quanzhou	0.4	80.96	0.4	0.6	0
681	1.09	1.09	88.96	886	1178	0.8	74.9	0.6	0.2	0.6	3	39.1333	0.6	0.4	0.59	117.1833	0.4	0.49	0.49	0.6	Tianjin	0.6	80.96	0.4	0.8	0
682	1.41	1.41	423.9	971	1297	0.6	78.8	0.4	0.2	1.0	4	19.3592283	0.4	0.6	0.66	98.4372691	0.2	0.49	0.49	0.4	Pai	0.6	44.53	0.4	0.8	0
683	0.93	0.93	0.83	411	564	0.6	91.2	0.4	0.4	1.0	0	27.7172	1.0	0.6	0.52	85.324	0.4	0.49	0.49	0.2	Kathmandu	0.4	32.62	0.0	0.42	0
684	1.55	1.55	223.57	656	1511	0.4	70.4	0.4	0.2	0.4	0	25.5485471	0.6	0.4	0.45	-103.5420016	0.6	0.49	0.49	0.6	Torreon	0.4	49.33	0.6	0.2	0
685	4.73	4.73	72.92	938	1563	0.6	74.9	0.4	0.2	0.6	4	37.8632119	0.6	0.4	0.59	112.4024876	0.4	0.49	0.49	0.6	Taiyuan	0.4	80.96	0.4	0.6	0
686	1.39	1.39	112.63	634	1214	0.8	74.9	0.2	0.2	0.4	2	27.9908558	0.4	0.4	0.6	120.4035133	0.4	0.49	0.49	0.6	Wenzhou	0.4	80.96	0.4	0.8	0
687	4.19	4.19	244.31	1645	3240	0.6	69.9	0.4	0.6	0.8	3	-29.8586804	0.6	0.6	0.59	31.0218404	0.4	0.49	0.49	0.6	Durban	0.4	21.92	0.6	0.4	0
688	0.0	0.0	5.61	2447	610	0.4	74.9	0.4	0.2	0.6	2	0.5137908	0.6	0.2	0.55	101.3711354	0.2	0.49	0.49	0.6	Pekanbaru	0.2	41.72	0.8	0.4	0
689	1.46	1.46	118.67	868	1590	0.8	74.9	0.8	0.2	0.6	2	36.1357443	0.6	0.6	0.62	120.0846507	0.6	0.49	0.49	0.6	Qingdao	0.6	80.96	0.4	0.6	0
690	0.8	0.8	65.3	669	764	0.8	74.9	0.8	0.2	0.6	2	29.5583	0.6	0.6	0.59	106.5667	0.6	0.49	0.49	0.6	Chongqing	0.6	80.96	0.4	0.6	0
691	1.09	1.09	88.96	919	944	0.8	74.9	0.6	0.2	0.6	4	30.6586	0.6	0.6	0.6	104.0647	0.6	0.49	0.49	0.6	Chengdu	0.6	80.96	0.4	0.8	0
692	2.34	2.34	59.06	610	982	0.4	79.6	0.4	0.2	0.6	2	25.6080374	0.8	0.4	0.56	85.1430429	0.2	0.49	0.49	0.4	Patna	0.4	43.17	0.6	0.4	0
693	0.44	0.44	373.99	2039	1373	0.6	74.9	0.4	0.2	0.4	0	37.5131	0.4	0.4	0.6	122.1204	0.4	0.49	0.49	0.6	Weihai	0.4	80.96	0.2	0.6	0
694	3.45	3.45	358.49	1621	3762	0.4	48.4	0.6	0.6	0.6	4	-32.8833303	0.4	0.6	0.68	-68.8935386	0.6	0.49	0.49	0.8	Mendoza	0.6	25.09	0.6	0.42	0
695	2.83	2.83	366.99	7940	3518	0.4	36.2	0.4	0.8	0.6	3	-34.9424936	0.6	0.4	0.7	-54.9819142	0.4	0.48	0.48	0.8	Punta del Este	0.4	15.88	0.4	0.6	0
696	3.09	3.09	72.92	790	1252	0.6	74.9	0.4	0.2	0.6	4	43.8870114	0.4	0.6	0.61	124.7328636	0.6	0.48	0.48	0.6	Changchun	0.4	80.96	0.2	0.6	0
697	1.62	1.62	79.21	955	2422	0.2	78.3	0.4	0.2	0.4	3	36.752887	0.6	0.2	0.6	3.042048	0.4	0.48	0.48	0.4	Algiers	0.4	41.69	0.4	0.25	0
698	0.5	0.5	40.71	745	1908	0.4	74.2	1.0	0.2	0.6	2	33.2316	0.6	0.2	0.61	-8.5	0.6	0.48	0.48	0.6	El Jadida	0.6	42.64	0.4	0.8	0
699	3.15	3.15	72.92	679	1023	0.6	74.9	0.4	0.2	0.6	3	46.8096592	0.4	0.6	0.61	130.2401659	0.6	0.48	0.48	0.6	Jiamusi	0.4	80.96	0.2	0.6	0
700	3.94	3.94	549.6	1684	2148	0.6	74.9	0.4	0.2	0.4	2	31.5661	0.4	0.4	0.61	120.303	0.4	0.48	0.48	0.6	Wuxi	0.4	80.96	0.2	0.6	0
701	1.09	1.09	88.96	563	1103	0.8	74.9	0.4	0.2	0.6	0	35.05	0.4	0.4	0.61	118.35	0.2	0.48	0.48	0.6	Linyi	0.2	80.96	0.4	0.8	0
702	1.5	1.5	130.0	1272	1732	0.8	91.3	0.8	0.2	0.8	2	-1.943889	0.6	0.4	0.5	30.059444	0.6	0.48	0.48	0.2	Kigali	0.6	54.61	0.0	0.6	0
703	2.63	2.63	213.65	1635	1850	0.4	72	0.4	0.6	0.4	1	-13.5300095	0.2	0.4	0.59	-72.0092896	0.4	0.48	0.48	0.6	Cusco	0.6	29.99	0.6	0.6	0
704	2.55	2.55	207.55	1048	1867	0.6	83.5	0.2	0.2	0.8	1	41.266667	0.6	0.2	0.54	69.216667	0.6	0.48	0.48	0.4	Tashkent	0.4	61.15	0.0	0.6	0
705	3.56	3.56	63.5	703	1111	0.6	90.7	0.6	0.2	0.6	3	22.3475	0.6	0.4	0.45	91.8123	0.4	0.48	0.48	0.2	Chittagong	0.4	45.94	0.4	0.6	0
706	3.94	3.94	465.62	1351	1767	0.6	74.9	0.4	0.2	0.4	2	37.4638	0.4	0.4	0.6	121.4479	0.4	0.48	0.48	0.6	Yantai	0.4	80.96	0.2	0.6	0
707	1.28	1.28	156.21	1258	1658	0.4	80.2	0.6	0.2	0.6	3	11.2419	0.4	0.6	0.55	-74.2053	0.4	0.48	0.48	0.4	Santa Marta	0.4	44.11	0.4	0.51	1
708	1.67	1.67	223.04	882	1846	0.45	70.4	0.6	0.2	0.6	3	22.1234596	0.4	0.2	0.59	-101.0908229	0.62	0.48	0.48	0.6	San Luis Potosi	0.4	49.33	0.6	0.4	0
709	0.8	0.8	72.92	676	763	0.6	74.9	0.4	0.2	0.6	2	41.115829	0.4	0.6	0.58	122.7261787	0.4	0.48	0.48	0.6	Anshan	0.4	80.96	0.2	0.6	0
710	1.09	1.09	88.96	1010	1036	0.8	74.9	0.4	0.2	0.6	4	31.299	0.6	0.4	0.6	120.5853	0.6	0.48	0.48	0.6	Suzhou	0.4	80.96	0.4	0.8	0
711	2.67	2.67	72.92	865	1213	0.6	74.9	0.4	0.2	0.6	3	41.8053311	0.4	0.4	0.56	123.436498	0.4	0.47	0.47	0.6	Shenyang	0.4	80.96	0.4	0.6	0
712	2.43	2.43	197.49	1418	1965	0.4	87.8	0.4	0.4	0.8	2	-25.966667	0.6	0.4	0.53	32.583333	0.4	0.47	0.47	0.4	Maputo	0.4	30.25	0.6	0.6	0
713	3.15	3.15	72.92	1957	1844	0.6	74.9	0.4	0.2	0.6	3	41.8807975	0.4	0.6	0.61	123.7956538	0.6	0.47	0.47	0.6	Fushun	0.4	80.96	0.2	0.6	0
714	0.0	0.0	207.17	441	927	0.6	84.7	0.6	0.2	0.8	1	0.8371559	0.6	0.4	0.56	103.7729345	0.6	0.47	0.47	0.4	Batam	0.6	44.66	0.6	0.6	0
715	0.72	0.72	117.16	743	830	0.6	80.2	0.4	0.2	0.6	3	1.2135253	0.6	0.4	0.51	-77.3122422	0.6	0.47	0.47	0.4	Pasto	0.4	44.11	0.4	0.4	0
716	0.92	0.92	57.58	662	868	0.2	79.6	0.2	0.2	0.8	4	22.572646	0.6	0.2	0.52	88.363895	0.2	0.47	0.47	0.4	Kolkata	0.4	43.17	0.2	0.4	0
717	2.06	2.06	59.06	608	945	0.4	79.6	0.4	0.2	0.6	2	8.499733	0.6	0.4	0.54	76.9243616	0.2	0.47	0.47	0.4	Thiruvananthapuram	0.4	43.17	0.6	0.4	0
718	7.62	7.62	63.5	694	1279	0.6	90.7	0.6	0.2	0.6	2	22.8452866	0.8	0.4	0.48	89.4624613	0.4	0.47	0.47	0.2	Khulna	0.4	45.94	0.4	0.6	0
719	1.99	1.99	162.41	1535	4228	0.6	66	0.4	0.6	0.8	3	17.9213664	1.0	0.2	0.68	-87.9610905	1.0	0.47	0.47	0.6	San Pedro	0.8	20.61	0.0	0.6	0
720	1.11	1.11	147.65	613	1134	0.2	79.6	0.6	0.2	0.6	2	15.2993265	1.0	0.6	0.58	74.123996	1.0	0.47	0.47	0.4	Goa	0.4	43.17	0.2	0.6	0
721	0.0	0.0	0.03	1968	3520	0.4	DotMap()	0.4	DotMap()	0.6	2	-4.2471825	0.4	0.2	0.62	15.0871356	0.6	0.46	0.46	DotMap()	Brazzaville	0.2	DotMap()	0.4	0.4	0
722	3.61	3.61	396.5	1881	3805	0.2	DotMap()	0.4	DotMap()	0.8	3	35.5630371	0.8	0.4	0.67	45.2375704	0.6	0.46	0.46	DotMap()	Sulaymaniyah	0.4	DotMap()	0.6	0.4	0
723	1.09	1.09	88.96	635	1532	0.6	74.9	0.2	0.2	0.4	4	34.2578042	0.4	0.6	0.57	116.9254313	0.4	0.46	0.46	0.6	Xuzhou	0.4	80.96	0.4	0.6	0
724	1.09	1.09	88.96	591	1178	0.6	74.9	0.4	0.2	0.6	2	34.7422909	0.6	0.6	0.57	113.3829899	0.6	0.46	0.46	0.6	Zhengzhou	0.4	80.96	0.4	0.6	0
725	2.65	2.65	150.0	4762	4358	0.6	66.1	0.6	0.2	0.6	2	38.9076089	0.6	0.4	0.66	-77.0744472	0.6	0.46	0.46	0.6	George Town	0.6	46.57	0.4	0.6	0
726	1.98	1.98	59.06	970	959	0.4	79.6	0.4	0.2	0.6	2	22.2734269	0.6	0.4	0.53	70.6812104	0.2	0.46	0.46	0.4	Rajkot	0.4	43.17	0.6	0.4	0
727	1.09	1.09	88.96	814	729	0.8	74.9	0.4	0.2	0.4	0	36.6070008	0.4	0.4	0.55	114.3429477	0.6	0.46	0.46	0.6	Handan	0.4	80.96	0.4	0.8	0
728	1.18	1.18	255.3	926	1285	0.4	84.2	0.4	0.6	0.4	0	18.887626	0.4	0.2	0.5	47.3724277	0.2	0.46	0.46	0.4	Antananarivo	0.4	27.04	0.6	0.8	0
729	2.67	2.67	72.92	1206	2455	0.6	74.9	0.4	0.2	0.6	0	25.4165898	0.4	0.4	0.6	118.8768668	0.4	0.46	0.46	0.6	Putian	0.4	80.96	0.4	0.6	0
730	1.48	1.48	73.82	586	1409	0.4	79.6	0.4	0.2	0.8	2	25.1734028	0.4	0.2	0.52	75.8469487	0.2	0.46	0.46	0.4	Kota	0.4	43.17	0.6	0.4	0
