	education	like	username	work	edu_str	cities	countries	followers	following
2080	['High School']	['Waking up early', 'Staying up late', 'Dogs', 'Coffee', 'Drinking alcohol', 'Hiking', 'Outdoors', 'Race sports', 'Introvert', 'Philosophy', 'Acoustic music', 'Photography', 'Backpacking', 'Progressive politics']	@mrjeremyblaze	['Web Dev', 'UI/UX Design', 'Startup Founder', 'Politics', 'Creative', 'SaaS']	High School	0	0	30	63
2081			@hodaraadam			2	2	44	25
2082		['Outdoors']	@alain1405			3	3	4	4
2083			@arintoker			7	3	14	23
2084	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Coffee', 'Wine', 'Drinking alcohol', 'Eating meat', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Outdoors', 'Swimming', 'Running', 'Cycling', 'Motorcycling', 'Sailing', 'Golf', 'Reading', 'Gaming', 'Extrovert', 'Philosophy', 'Cooking', 'Drawing', 'Singing', 'Backpacking', 'Vanlife', 'Dancing', 'Feminism', 'Progressive politics']	@pixel	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Game Dev', 'Creative']	High School, Bachelor's Degree	40	20	85	211
2085			@glendc			20	10	2	5
2086			@kristjanroosild			1	1	0	5
2087			@4keq6ay02			0	0	0	3
2088			@hyavuz120			0	0	3	2
2089	"[""Master's Degree""]"	['Waking up early', 'Cats', 'Dogs', 'Fitness', 'Kitesurfing', 'Running', 'Snowboarding']	@ky	['Web Dev', 'Software Dev', 'Mobile Dev', 'Startup Founder', 'Product Manager']	Master's Degree	19	9	4	5
2090		['Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Tea', 'Coffee', '420', 'Paleo', 'Eating meat', 'Eating fish', 'Vegan', 'Vegetarian', 'Pescetarian', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Climbing', 'Outdoors', 'Running', 'Reading', 'Gaming', 'Introvert', 'Beach', 'Shopping', 'Documentaries', 'Movies', 'Writing', 'Photography', 'Film making', 'Vanlife']	@grum	['Creative', 'Community', 'Support']		20	6	59	23
2091			@abr_gnz	['Startup Founder']		0	0	5	9
2092		['Yoga']	@astridaml	['Blogging']		0	0	0	2
2093			@mehmet			1	1	4	8
2094			@julienjung			1	1	0	2
2095	"['High School', ""Bachelor's Degree""]"	['Coffee', 'Cocktails', 'Wine', 'Vegan', 'Vegetarian', 'Mexican food', 'Hiking', 'Outdoors', 'Yoga', 'Swimming', 'Running', 'Sailing', 'Reading', 'Extrovert', 'Third Culture Kid', 'Beach', 'History', 'Feminism', 'Progressive politics']	@localjo	['Web Dev', 'Software Dev', 'UI/UX Design', 'Community']	High School, Bachelor's Degree	49	25	13	9
2096			@bvdbijl			0	0	7	13
2097			@madebysan	['UI/UX Design', 'Startup Founder', 'Product Manager', 'SaaS']		22	12	11	24
2098		['Outdoors']	@zegreengeekette	['Blogging']		1	1	4	1
2099			@alessiofedrizzi			0	0	6	9
2100			@ciandreamy			0	0	5	3
2101			@pbmarcano91			5	2	5	9
2102		['Staying up late', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Paleo', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Snowboarding', 'Reading', 'Gaming', 'Extrovert', 'Introvert', 'Philosophy', 'Movies', 'Electronic music', 'Photography', 'Film making', 'Drawing', 'Partying', 'Urbex']	@mrkoio	['UI/UX Design', 'Startup Founder', 'Crypto', 'Politics', 'Creative', 'Fitness', 'Community', 'Sales']		42	25	4	14
2103		['Writing']	@kalitherapy			7	4	29	25
2104			@gietema			2	2	7	14
2105		['Waking up early', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Japanese food', 'Mexican food', 'Fitness', 'Hiking', 'Spiritual', 'Running', 'Reading', 'Beach', 'Philosophy', 'Movies', 'Writing', 'Photography']	@tomaslau	['Startup Founder', 'Finance', 'Education', 'Creative', 'Blogging', 'Fitness', 'Marketing', 'Sales', 'Ecommerce', 'SaaS', 'Sports']		61	33	145	466
2106			@han108	['Startup Founder', 'Creative']		5	4	0	1
2107	"[""Bachelor's Degree""]"	['Staying up late', 'Tea', 'No alcohol', 'Paleo', 'Eating meat', 'Eating fish', 'Surfing', 'Running', 'Football', 'Race sports', 'Extrovert', 'Beach', 'History', 'Documentaries', 'Movies', 'Writing', 'Cooking', 'Centrist politics']	@saniyusuf	['Web Dev', 'Software Dev', 'Mobile Dev', 'Startup Founder', 'Education', 'Blogging', 'Coach', 'Sports']	Bachelor's Degree	39	21	20	7
2108			@de_wmpdeboer			0	0	0	2
2109			@gcg	['Software Dev', 'Mobile Dev', 'Startup Founder']		0	0	1	4
2110			@hi			7	6	36	49
2111			@collapsedetica			0	0	2	2
2112			@boutetnico			102	45	8	7
2113			@b_ray			1	1	1	6
2114			@hamedbehravan	['Software Dev', 'Journalism']		6	6	0	1
2115			@shoinwolfe	['Startup Founder']		19	7	56	11
2116	"[""Master's Degree""]"		@jeremy	['Startup Founder', 'Data', 'Marketing', 'Ecommerce', 'Sports']	Master's Degree	11	6	10	16
2117			@allbombs	['Startup Founder', 'Marketing']		40	15	17	34
2118			@b123400			56	29	9	12
2119			@riyadhalnur			7	6	7	5
2120		['Skiing']	@mxstbr	['Software Dev']		40	21	178	34
2121			@theprivileges	['Web Dev']		23	3	5	12
2122		['Waking up early', 'Cats', 'Tea', 'Coffee', 'Wine', 'Beer', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Hiking', 'Outdoors', 'Diving', 'Running', 'Cycling', 'Sailing', 'Skateboarding', 'Reading', 'Gaming', 'Introvert', 'Documentaries', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Cooking', 'Drawing', 'Backpacking', 'Urbex']	@patrick	['UI/UX Design', 'Crypto', 'Creative', 'Blogging', 'Community', 'Geo']		16	14	17	12
2123			@jsanzloz			1	1	9	12
2124			@manabu			4	3	4	5
2125			@musnit			1	1	0	4
2126			@druh_opryshok	['Marketing']		16	12	8	22
2127			@samshull			15	13	6	2
2128	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Coffee', 'Introvert', 'Electronic music']	@syneryder	['Software Dev', 'Startup Founder', 'Creative', 'Ecommerce']	Bachelor's Degree	17	8	2	6
2129		['Writing']	@pr0fess0r	['Software Dev']		2	2	1	1
2130			@hennessy808			16	12	4	8
2131			@marchurley			18	14	3	7
2132			@mattb	['Product Manager']		0	0	0	2
2133		['Staying up late', 'Beer', 'Hiking', 'Reading', 'Introvert']	@hyobii			24	14	2	1
2134			@chrisdengso			0	0	6	32
2135			@joefromboston			2	2	12	21
2136			@oskarth			26	18	49	16
2137			@seruda			5	3	12	19
2138	"[""Master's Degree""]"	['Samoyeds', 'Coffee', 'Pescetarian', 'Outdoors', 'Yoga', 'Surfing', 'Swimming', 'Cycling', 'Skiing', 'Reading', 'Third Culture Kid', 'Documentaries', 'Philosophy', 'Acoustic music', 'Electronic music', 'Writing', 'Photography']	@nderkach	['Software Dev', 'Mobile Dev', 'Startup Founder']	Master's Degree	10	8	4	10
2139			@paulyc1992			0	0	0	1
2140		['Writing']	@zerocatch	['Mobile Dev']		0	0	4	2
2141			@bigbeka			6	3	0	1
2142	"['High School', ""Bachelor's Degree""]"	['Staying up late', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'No alcohol', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Diving', 'Surfing', 'Running', 'Reading', 'Documentaries', 'Movies', 'Photography']	@gtmcknight	['Web Dev', 'UI/UX Design', 'Startup Founder', 'Product Manager', 'SaaS', 'Architecture']	High School, Bachelor's Degree	67	23	34	27
2143			@katekendall			12	9	2	15
2144		['Photography']	@presentday	['UI/UX Design', 'Journalism']		3	1	3	4
2145			@xaviercobos			4	3	0	1
2146			@johan44co			0	0	1	1
2147			@maikumori			14	10	0	2
2148			@independentian			25	8	19	19
2149			@komocode			0	0	5	5
2150			@karim	['Startup Founder']		4	3	1	2
2151	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Outdoors', 'Swimming', 'Running', 'Cycling', 'Skiing', 'Reading', 'Gaming', 'Introvert', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Photography', 'Partying', 'Progressive politics']	@pierrickgt	['Web Dev', 'Crypto']	Bachelor's Degree	25	7	15	32
2152			@jaschaio	['Startup Founder']		22	13	9	20
2153			@nateberkopec			1	1	46	3
2154			@jpmerritt	['Software Dev']		0	0	1	3
2155		['Coffee', 'Gaming', 'Electronic music', 'Photography']	@radmirm_	['UI/UX Design', 'Fitness']		4	2	1	2
2156			@mahmoudilyan			3	3	2	1
2157			@rafmanship	['UI/UX Design', 'Startup Founder']		0	0	2	9
2158			@bjorgvin_			0	0	1	1
2159			@agusburgos			5	2	0	1
2160			@sadovnychyi			1	1	2	2
2161			@jruse			6	5	2	2
2162			@sarbogast	['Software Dev', 'Mobile Dev', 'Startup Founder']		0	0	4	2
2163			@remoddy			1	1	0	0
2164			@odedharth			0	0	8	8
2165			@victorfigol	['Crypto']		0	0	8	0
2166			@mac			9	6	2	3
2167			@wesleyhivesource	['Startup Founder']		0	0	8	9
2168			@troggy			12	7	0	2
2169			@eammilsom			2	2	0	3
2170			@shakespeare			2	2	0	0
2171			@maurogo			0	0	0	1
2172			@debg			5	4	0	0
2173	"[""Bachelor's Degree""]"	['Dogs', 'Coffee', 'Wine', 'Fitness', 'Outdoors', 'Sailing', 'Golf', 'Tennis', 'Shopping', 'Dancing', 'Partying']	@kaleiwhite	['Marketing']	Bachelor's Degree	27	18	0	0
2174			@sdullink			13	10	0	2
2175			@chinnster			0	0	0	1
2176			@adamq_q			3	1	2	3
2177			@zegodoy			9	6	0	0
2178			@alepollock			2	2	0	0
2179			@zsoltee			4	2	1	1
2180			@loopback			3	3	0	1
2181			@dessert			17	4	1	1
2182			@hbayati01			5	5	0	0
2183			@altman			3	3	1	0
2184	"[""Master's Degree""]"	['Dogs', 'Tea', 'Vegetarian', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Yoga', 'Spiritual', 'Diving', 'Kitesurfing', 'Football', 'Reading', 'Introvert', 'Third Culture Kid', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Writing', 'Photography', 'Cooking', 'Progressive politics']	@bernardette	['Web Dev', 'Creative', 'Marketing']	Master's Degree	15	9	0	0
2185		['Waking up early', 'Coffee', 'Fitness', 'Spiritual', 'Running', 'Electronic music']	@paulgosnell	['Web Dev', 'Software Dev', 'Startup Founder']		20	12	5	12
2186			@deepen			2	2	0	0
2187			@silvanazavala			8	6	0	1
2188			@liv	['Startup Founder', 'Data']		26	14	64	37
2189			@malinda			12	4	1	0
2190			@beingfzn			0	0	4	4
2191			@mail051			8	3	0	0
2192			@crcn			2	2	1	0
2193			@ricardomolina			2	2	0	0
2194			@oahourai			15	11	2	6
2195	"[""Master's Degree""]"	['Cats', 'Dogs', 'Tea', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Pescetarian', 'Fitness', 'Yoga', 'Spiritual', 'Running', 'Reading', 'Introvert', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Writing', 'Photography', 'Cooking', 'Progressive politics']	@bryanjschaaf	['Education', 'Medical', 'Politics', 'Journalism', 'Blogging', 'Community']	Master's Degree	21	20	0	0
2196			@mrjjwilson			6	4	2	4
2197			@nicolekelner	['Startup Founder']		10	4	39	7
2198			@thomfriedr			3	3	0	0
2199	"['High School', ""Bachelor's Degree""]"	['Cats', 'Dogs', 'Tea', 'Coffee', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Spiritual', 'Fight sports', 'Reading', 'History', 'Documentaries', 'Philosophy', 'Movies']	@therealnaum		High School, Bachelor's Degree	7	5	0	0
2200			@kevinianallen			13	8	0	0
2201			@szehueiyek			5	5	0	0
2202			@karimii	['Startup Founder', 'Education']		0	0	4	3
2203			@ktran03	['Mobile Dev']		5	1	2	6
2204			@kaefergeneral			9	7	0	0
2205			@nikv	['Web Dev', 'Startup Founder']		0	0	23	39
2206			@tommyjp			0	0	3	1
2207			@violet_summersby			7	2	0	0
2208			@justan0therdave	['Startup Founder']		1	1	4	15
2209			@miked			1	1	0	0
2210	"[""Master's Degree""]"	['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating fish', 'Korean food', 'Crossfit', 'Hiking', 'Outdoors', 'Yoga', 'Spiritual', 'Diving', 'Kitesurfing', 'Running', 'Sailing', 'Snowboarding', 'Beach', 'Documentaries', 'Movies', 'Drawing', 'Backpacking', 'Partying', 'Feminism', 'Progressive politics']	@egonz	['Software Dev', 'Mobile Dev', 'Startup Founder', 'Product Manager']	Master's Degree	1	1	1	0
2211			@hjunkim			3	3	0	0
2212			@liamdillon	['Product Manager', 'Marketing']		0	0	1	1
2213			@marinagalayb			0	0	0	0
2214			@orkun			1	1	0	0
2215			@locateale			2	2	0	0
2216			@2ejazahmed			0	0	3	7
2217			@lsanarg			0	0	2	5
2218		['Cats']	@keiran			3	3	7	8
2219			@tiagovdt	['Startup Founder']		0	0	0	2
2220			@jowilki			2	2	0	0
2221			@giozzi			0	0	1	1
2222			@tuesdaygroup			2	1	0	1
2223			@joe_cox			13	5	0	0
2224			@giorgio_zampa			0	0	1	1
2225			@becky			1	1	0	0
2226			@roconnor661			32	14	0	0
2227			@stollz			1	1	0	0
2228			@evolvinghumand	['Support']		12	5	2	1
2229			@miikahannila			2	2	2	4
2230			@orteipps			0	0	1	0
2231			@briannphan			0	0	4	13
2232			@bryanaka			44	23	1	0
2233			@primateer			4	3	0	0
2234			@shaked			5	4	23	29
2235			@unfaked_me			0	0	2	5
2236	"[""Master's Degree""]"	['Coffee', 'Wine', 'Fitness', 'Yoga', 'Reading', 'Dancing', 'Partying']	@julietlab	['Finance']	Master's Degree	2	1	0	0
2237			@arve			1	1	0	0
2238			@pri143u			13	6	2	4
2239			@avoapp			2	2	1	5
2240			@pete			2	2	1	0
2241			@mossaliciab			2	2	1	0
2242			@basfluijt			14	11	1	0
2243			@dennissiller	['UI/UX Design', 'Education']		4	2	0	0
2244	"['High School', ""Bachelor's Degree""]"	['Staying up late', 'Dogs', 'Tea', 'Cocktails', 'Wine', 'Drinking alcohol', '420', 'Documentaries', 'Electronic music', 'Photography', 'Film making', 'Dancing', 'Urbex']	@hsmoi	['Startup Founder', 'Creative', 'Journalism', 'Blogging', 'Marketing', 'Sales', 'Architecture']	High School, Bachelor's Degree	13	7	0	0
2245			@alexisborgeshh			3	1	0	0
2246			@luke_harvey			32	18	3	4
2247			@greyglass			8	4	0	1
2248			@modulos			3	1	0	0
2249			@benguild			0	0	25	7
2250			@paulaborowska	['Blogging']		41	25	28	14
2251	"[""Bachelor's Degree""]"	['Staying up late', 'Coffee', 'Wine', 'Eating fish', 'Vegetarian', 'Pescetarian', 'Fitness', 'Outdoors', 'Yoga', 'Spiritual', 'Cycling', 'Introvert', 'Dancing', 'Progressive politics', 'Centrist politics']	@theotherone	['Web Dev', 'Software Dev', 'UI/UX Design', 'Data']	Bachelor's Degree	4	1	0	0
2252			@jescalan			4	4	21	17
2253			@adammo			1	1	0	0
2254			@thierryroget			0	0	1	0
2255			@roms12			4	3	0	0
2256			@ytspar			0	0	62	40
2257			@abitharackal			6	3	0	0
2258			@jyarnallschane	['Startup Founder']		33	10	3	3
2259			@thecocoanomad	['Startup Founder']		45	31	12	6
2260			@lucialucha			10	4	0	6
2261			@jbanse3			0	0	4	10
2262			@jumponweb	['Data', 'Marketing']		7	4	2	4
2263			@hannakruusi			3	3	0	0
2264			@amirrafiepour			3	2	0	1
2265			@briac	['Startup Founder', 'Data', 'Marketing']		6	4	1	3
2266			@yalozhkin			3	2	2	1
2267			@elcandor			4	3	0	0
2268			@keithbaumwald	['Marketing']		4	3	1	2
2269			@avizcarrondo			14	12	0	0
2270			@andrewhutton			1	1	0	1
2271			@turchaninovulian			6	6	0	0
2272			@dannyholtschke	['Startup Founder']		0	0	2	1
2273			@fcohen			0	0	3	2
2274			@artofbryce			8	3	0	0
2275			@sunduslive			0	0	0	2
2276			@jordantheleast	['UI/UX Design']		0	0	2	3
2277			@lisarobynkeown	['Web Dev', 'Blogging']		5	2	0	0
2278			@cetitania			23	19	2	2
2279		['Staying up late', 'Wine', 'Beer', 'Fitness', 'Reading', 'Dancing']	@carlescampos	['Software Dev', 'Startup Founder', 'Data', 'SaaS']		8	3	0	2
2280			@bitnoorikeum			4	4	0	1
2281			@felixcj			0	0	5	22
2282			@heidar	['Startup Founder']		6	5	7	2
2283			@riterrani	['Software Dev']		28	12	0	1
2284			@sean_c			82	28	8	1
2285		['Beer']	@charlierguo			2	1	28	7
2286		['420', 'Photography']	@dream	['Web Dev', 'Creative']		20	5	0	1
2287			@corc02119307			9	8	0	0
2288		['Writing']	@amyeee	['Software Dev']		2	1	6	6
2289			@dakotasmurray			1	1	5	8
2290		['Wine', 'Mexican food', 'Crossfit', 'Running', 'Reading', 'Dancing']	@philipithomas	['Software Dev', 'Startup Founder', 'Data', 'SaaS']		31	14	3	1
2291			@pworthey007			6	2	0	0
2292			@alaasdk			0	0	0	3
2293			@henningtegen			2	2	0	0
2294			@niluspc			0	0	6	15
2295			@marcochavezf	['Startup Founder']		0	0	2	5
2296		['Mexican food', 'Fitness', 'Outdoors', 'Yoga', 'Diving', 'Cycling']	@puhfister	['Mobile Dev', 'Game Dev']		4	3	0	0
2297			@belle_88			8	4	1	0
2298	"[""Master's Degree""]"	['Staying up late', 'Cats', 'Coffee', 'Wine', 'Paleo', 'Running', 'Beach', 'Film making', 'Partying']	@knocte	['Software Dev', 'Mobile Dev', 'Crypto']	Master's Degree	1	1	0	1
2299			@ryanleroux			0	0	5	11
2300			@jaybuild100k	['Marketing']		0	0	2	7
2301			@empireflippers			22	14	64	16
2302			@kristo	['Startup Founder']		1	1	2	3
2303		['Writing']	@buizachristina	['Startup Founder', 'Marketing']		15	6	9	5
2304	['High School']	['Staying up late', 'Coffee', 'Cocktails', 'Beer', 'Drinking alcohol', '420', 'Eating fish', 'Italian food', 'Fitness', 'Spiritual', 'Diving', 'Swimming', 'Cycling', 'Reading', 'Beach', 'Shopping', 'Acoustic music', 'Electronic music', 'Writing', 'Cooking', 'Partying', 'Progressive politics']	@bruno706	['Web Dev', 'Startup Founder', 'Finance', 'Product Manager', 'Education', 'Creative', 'Journalism', 'Blogging', 'Coach', 'Marketing', 'Sales', 'Ecommerce']	High School	8	6	0	2
2305			@vpfrimmer_sxb			2	2	1	1
2306			@fernando			0	0	1	2
2307			@agmontpetit			0	0	0	1
2308			@jf	['Startup Founder']		0	0	1	5
2309			@shanedrye			2	2	0	0
2310			@da5ha			2	1	0	0
2311			@joshsoftorino			0	0	3	2
2312			@matthias			2	2	0	0
2313	"[""Bachelor's Degree""]"		@eimantas	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Game Dev', 'Startup Founder', 'Product Manager', 'Politics']	Bachelor's Degree	1	1	0	0
2314		['Staying up late', 'Cats', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Vegan', 'Vegetarian', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Climbing', 'Kitesurfing']	@jeromeargot	['Web Dev', 'Startup Founder', 'SaaS']		6	6	0	0
2315			@mapoulin			0	0	0	1
2316			@tony_ventura			36	15	1	3
2317	"[""Bachelor's Degree""]"	['Waking up early', 'Dogs', 'Coffee', 'Wine', 'Beer', 'Pescetarian', 'Fitness', 'Outdoors', 'Yoga', 'Surfing', 'Running', 'Beach', 'Cooking']	@lucozade	['Finance']	Bachelor's Degree	27	12	0	4
2318			@romanpetite			0	0	8	13
2319			@jorisw			0	0	2	0
2320			@sunilsinghme	['Startup Founder', 'Marketing']		0	0	1	1
2321			@nefer_l			14	5	48	303
2322			@klaaspieter			10	10	10	2
2323			@lars			1	1	0	0
2324		['Waking up early', 'Staying up late', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Mexican food', 'Italian food', 'Chinese food', 'Crossfit', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Spiritual', 'Diving', 'Surfing', 'Swimming', 'Running', 'Cycling', 'Motorcycling', 'Sailing', 'Skateboarding', 'Snowboarding', 'Skiing', 'Fight sports', 'Football', 'Race sports', 'Golf', 'Reading', 'Gaming', 'Extrovert', 'Beach', 'Shopping', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Cooking', 'Drawing', 'Singing', 'Backpacking', 'Vanlife', 'Dancing', 'Partying']	@davidjuilfs	['Web Dev', 'Startup Founder', 'Crypto', 'Creative', 'Law', 'Blogging', 'Ecommerce', 'SaaS']		2	1	0	0
2325			@ben264			5	2	0	0
2326			@nicknovitski			6	3	2	2
2327			@dominikmayer			16	6	4	3
2328			@thatuxdude	['Startup Founder']		2	2	26	320
2329	"[""Bachelor's Degree""]"	['Cats', 'Coffee', 'Wine', 'Vegetarian', 'Hiking', 'Climbing', 'Cycling', 'Extrovert', 'Beach', 'Movies', 'Photography', 'Partying']	@kymellis	['Marketing']	Bachelor's Degree	39	23	7	3
2330			@cbalari			1	1	0	0
2331			@derico	['Startup Founder', 'Marketing']		12	7	0	6
2332			@lilian			1	1	5	6
2333	"[""Bachelor's Degree""]"	['Tea', 'Cocktails', 'Beer', 'Hiking', 'Outdoors', 'Yoga', 'Running', 'Backpacking']	@shewandas	['Startup Founder', 'Marketing']	Bachelor's Degree	4	4	0	0
2334			@rcarrillo			3	3	0	0
2335		['Staying up late']	@tutuncumert	['Software Dev']		0	0	2	1
2336		['Surfing', 'Kitesurfing']	@ricburton			2	2	85	66
2337			@hernangarcia			0	0	1	4
2338			@afgypsy			4	1	0	0
2339			@jondeandres			0	0	1	2
2340	['High School']	['Staying up late', 'Tea', 'No alcohol', 'Italian food', 'Hiking', 'Drawing']	@ezakto	['Web Dev']	High School	35	25	5	6
2341	['High School']	['Waking up early', 'Dogs', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Swimming', 'Beach', 'History', 'Documentaries', 'Movies', 'Acoustic music', 'Backpacking', 'Partying', 'Progressive politics']	@bramp	['Medical', 'Data', 'Marketing']	High School	11	6	2	0
2342			@joedavies1987			0	0	0	1
2343			@arpowers	['Creative']		2	2	12	74
2344			@rbright			20	8	1	0
2345			@noansknv			0	0	0	4
2346	"[""Master's Degree""]"	['Waking up early', 'Beer', 'Drinking alcohol', 'Japanese food', 'Crossfit', 'Introvert', 'Documentaries', 'Acoustic music', 'Cooking']	@benjturner	['Web Dev', 'Blogging', 'Marketing']	Master's Degree	7	4	0	0
2347			@sannemare			0	0	0	1
2348			@olhuz			25	15	1	3
2349			@tomdeleu	['Startup Founder']		1	1	3	10
2350	"[""Master's Degree""]"	['Waking up early', 'Fitness', 'Motorcycling', 'Race sports', 'Beach', 'Movies']	@ericayala	['Marketing', 'Sales']	Master's Degree	2	2	0	0
